ID,city,city_development_index,gender,relevent_experience,enrolled_university,education_level,major_discipline,experience,company_size,company_type,last_new_job,training_hours,target
16075,19,0.682,1,1,0,3,4,12,4,4,3,25,0
16076,21,0.624,1,1,0,3,4,9,8,4,1,22.4409575,1
16077,16,0.783241581,1,1,0,3,4,25,,4,1,112.2852389,1
16078,21,0.624,0,1,0,4,4,10,8,4,1,135,1
16079,103,0.87157493,1,1,0,3,4,2,,,1,13.57054283,1
16080,33,0.448,0,0,2,3,5,2,5,5,2,154,1
16081,103,0.912189267,1,1,0,3,4,25,3,4,1,33.95780421,1
16082,21,0.624,1,1,0,4,4,3,,4,5,20.7805162,1
16083,117,0.698,1,1,0,3,4,7,5,4,3,14,0
16084,16,0.91,1,1,2,3,4,9,,,1,55,1
16085,114,0.926,1,1,1,2,,15,3,4,3,72,0
16086,21,0.624,1,0,2,3,4,2,,,1,57,1
16087,103,0.730741561,0,0,0,3,4,0,,,1,55.14748451,1
16088,103,0.92,1,0,0,3,4,2,,,1,18.24638273,1
16089,74,0.570736792,0,1,0,3,4,11,1,4,1,31.1754444,1
16090,28,0.939,1,1,0,4,4,10,4,4,1,35,0
16091,23,0.899,0,1,0,3,4,10,4,4,1,44,0
16092,103,0.92,1,0,2,3,4,8,,,1,11,0
16093,21,0.595455631,1,0,2,3,4,5,,,0,50.00214637,1
16094,83,0.662481086,1,1,0,3,4,25,,4,5,23.02959427,1
16095,103,0.92,0,1,2,2,,6,1,4,,81,0
16096,160,0.92,1,0,2,2,,3,,,1,56,0
16097,103,0.89191229,0,0,2,3,4,2,,,0,90.8685999,1
16098,21,0.624,1,1,0,3,4,6,2,4,1,64.19665732,1
16099,136,0.897,1,1,0,3,4,25,4,4,5,45,0
16100,160,0.92,1,1,0,4,4,9,8,4,4,90,0
16101,21,0.624,0,1,0,3,4,1,,4,1,29.5615842,1
16102,136,0.897,0,0,2,3,4,4,,,0,61,0
16103,138,0.836,1,1,0,4,4,6,8,4,1,28,0
16104,103,0.92,0,1,0,3,4,14,3,4,4,204,0
16105,19,0.896601294,1,0,2,3,4,9,,,1,17.99983406,1
16106,21,0.624,1,1,0,3,4,8,4,4,1,49.99431239,1
16107,64,0.666,1,1,0,3,4,20,1,4,5,14,0
16108,152,0.698,1,0,0,2,,9,,,0,22,0
16109,103,0.918782441,1,1,0,3,4,25,,,1,19.97900761,1
16110,21,0.700778985,1,1,0,4,4,9,8,4,1,21.01415059,1
16111,104,0.924,1,1,0,5,4,25,8,4,1,140,0
16112,21,0.794783398,1,0,0,3,4,8,,,1,60.40885243,1
16113,114,0.926,1,1,0,2,,7,3,4,5,110,0
16114,160,0.92,1,1,0,3,4,25,2,4,5,18,0
16115,103,0.92,1,0,2,4,4,13,6,5,2,62,0
16116,103,0.92,1,1,0,3,4,25,,,1,44.88089614,1
16117,21,0.658218443,0,0,0,3,4,8,4,4,1,181.0621315,1
16118,21,0.624,1,1,0,3,4,6,,,3,65,1
16119,114,0.926,1,0,0,3,4,25,7,4,1,97,0
16120,103,0.899306477,1,1,0,3,4,25,,,2,66.21295001,1
16121,21,0.624,1,0,2,3,4,3,,,1,89.68121942,1
16122,103,0.865071225,1,1,0,3,4,25,,,1,157.3361053,1
16123,114,0.926,1,1,0,4,4,9,3,4,,22,0
16124,103,0.92,1,0,2,4,4,8,,,2,24,1
16125,144,0.84,1,1,0,3,4,25,,,5,47,0
16126,103,0.92,1,1,0,3,1,9,1,3,1,37,0
16127,160,0.92,0,0,0,3,1,3,3,4,0,130,0
16128,103,0.92,0,1,,3,4,10,,,1,23,1
16129,98,0.949,1,0,0,4,0,25,7,5,3,22,0
16130,74,0.768337383,1,1,0,4,4,5,,,1,16.31439441,1
16131,103,0.92,1,1,0,3,4,25,,4,5,10.66754577,1
16132,21,0.851250621,1,0,0,3,4,6,,,1,74.74834016,1
16133,16,0.91,1,1,2,3,2,3,3,4,1,164,0
16134,103,0.79385063,0,1,0,3,4,2,,4,1,57.58957651,1
16135,103,0.92,2,1,0,3,4,16,2,4,1,29,0
16136,103,0.92,2,1,0,3,4,25,1,1,1,78,0
16137,73,0.7088707,1,1,0,3,4,10,,,0,52.18821662,1
16138,21,0.624,0,1,0,3,4,3,3,4,2,25,0
16139,57,0.866,0,0,2,2,,0,,,0,64,0
16140,83,0.92,1,1,0,3,4,25,,,1,22.28976314,1
16141,21,0.624,0,1,0,3,4,3,,,1,51,0
16142,21,0.624,1,1,0,3,4,8,8,4,1,93.38025939,1
16143,103,0.892846565,1,1,0,3,4,4,,,5,126.4922279,1
16144,67,0.855,0,1,2,4,4,15,4,4,0,19,0
16145,103,0.92,1,1,0,3,3,25,,,5,35,1
16146,21,0.704743093,1,1,2,3,4,9,,,2,173.8240801,1
16147,73,0.754,1,1,0,4,4,14,8,4,2,14,0
16148,21,0.624,0,1,2,3,4,4,3,4,2,46,1
16149,21,0.657159677,1,1,0,3,4,25,,4,1,79.50732009,1
16150,21,0.669159125,0,1,0,4,4,4,,,1,156.1359046,1
16151,90,0.698,2,0,0,3,4,2,,,1,144,1
16152,75,0.939,1,1,0,3,4,15,,,5,34,1
16153,103,0.92,1,1,0,3,4,20,8,4,0,107,0
16154,61,0.913,1,0,0,3,4,25,,,5,134,0
16155,21,0.624,2,0,2,4,4,3,,,0,94,1
16156,136,0.897,1,1,0,4,4,6,1,4,1,6,0
16157,21,0.624,1,1,0,4,4,8,2,4,1,41.94717858,1
16158,21,0.624,1,1,0,4,4,25,7,4,5,72,1
16159,136,0.897,1,1,0,4,4,6,8,4,1,10,0
16160,103,0.753253404,0,1,0,3,4,25,,,,33.19356198,1
16161,74,0.582710361,1,0,2,3,4,2,,,1,4.494714759,1
16162,21,0.624,1,1,0,4,4,5,4,4,1,14,0
16163,160,0.680243182,1,1,0,3,4,8,,4,2,56.38993176,1
16164,16,0.91,1,1,1,3,4,11,2,2,1,23,0
16165,103,0.92,1,1,0,3,0,25,,,5,110,1
16166,61,0.913,0,1,0,3,4,12,3,4,5,11,0
16167,16,0.91,1,1,0,3,4,11,2,4,5,46,0
16168,21,0.782186067,0,1,0,3,4,4,7,,0,32.53266987,1
16169,114,0.926,1,1,2,3,4,7,8,4,1,2,0
16170,36,0.893,1,1,0,4,4,5,3,4,2,65,0
16171,103,0.92,1,1,1,4,2,25,3,3,1,112,0
16172,103,0.92,1,1,0,4,4,25,,,2,97,1
16173,103,0.92,1,0,0,3,4,19,,,1,88,0
16174,136,0.897,1,1,1,3,4,3,1,4,1,29,0
16175,103,0.92,1,1,0,3,4,25,8,4,5,48,0
16176,21,0.913937612,0,1,0,3,4,6,,,1,21.38982936,1
16177,103,0.92,1,1,0,3,4,14,7,4,5,182,0
16178,103,0.92,1,1,0,3,4,4,,,1,96,1
16179,67,0.855,0,1,0,3,4,15,3,4,3,64,0
16180,16,0.91,1,1,0,2,,2,,,1,37,0
16181,16,0.91,2,0,2,3,4,5,,,0,68,0
16182,75,0.939,1,1,0,3,4,25,6,4,5,42,0
16183,21,0.624,1,1,2,3,4,9,2,4,3,79,0
16184,71,0.884,0,1,1,4,4,10,4,,3,7,0
16185,21,0.847415601,1,0,2,2,,4,,,0,34.66260287,1
16186,103,0.92,1,0,0,3,4,25,,,5,41,0
16187,134,0.698,0,0,2,2,,3,8,5,1,35,0
16188,21,0.624,0,1,0,4,4,6,,,1,22,0
16189,103,0.92,1,1,0,3,4,10,2,4,1,8,0
16190,21,0.572360597,1,1,0,3,4,4,4,4,1,24.16527634,1
16191,11,0.55,0,0,2,3,4,1,,,1,101,1
16192,114,0.926,0,0,2,2,,8,7,,1,210,0
16193,46,0.859569472,1,0,2,3,4,4,,,1,27.50331073,1
16194,160,0.92,1,0,0,3,2,10,8,4,1,57,0
16195,71,0.884,1,0,2,3,5,2,,,1,43,1
16196,21,0.624,1,1,0,3,4,9,,,1,55.24456174,1
16197,160,0.92,1,0,2,2,,5,,,1,17,1
16198,21,0.624,2,1,0,3,4,14,8,4,1,14,1
16199,78,0.718617109,1,1,0,3,4,11,,,5,128.2608651,1
16200,103,0.92,0,1,0,4,4,25,,,4,87,1
16201,71,0.884,1,1,0,3,4,25,8,4,5,80,0
16202,103,0.92,1,1,0,3,4,25,6,4,2,27,0
16203,21,0.624,0,1,0,3,4,1,3,,1,174,1
16204,21,0.607974955,1,0,2,3,4,2,,,0,63.09719714,1
16205,160,0.754822964,1,1,2,3,4,5,,,1,62,1
16206,160,0.92,1,1,0,3,4,16,2,4,5,134,0
16207,75,0.939,0,0,2,3,4,0,,,,94,0
16208,126,0.479,0,1,2,,,2,4,1,1,48,1
16209,44,0.764268762,1,0,1,3,4,7,,,0,68.32838096,1
16210,50,0.896,0,1,0,4,4,17,,,0,44,0
16211,114,0.926,0,1,0,4,4,17,4,4,1,50,0
16212,48,0.903952561,1,0,2,3,4,4,,,1,42.66257251,1
16213,103,0.92,0,1,0,3,4,3,3,4,1,180,0
16214,21,0.624,1,1,0,3,4,3,2,4,1,5.49470515,1
16215,21,0.624,1,1,0,3,4,5,3,4,1,168,1
16216,103,0.92,1,0,0,3,2,5,8,4,3,56,1
16217,41,0.827,1,1,0,3,4,25,,,3,98,0
16218,21,0.606529892,0,0,0,3,4,3,1,4,1,42.91752358,1
16219,16,0.91,1,1,2,,,5,4,4,2,66,0
16220,103,0.92,1,1,0,4,4,13,6,4,5,29,0
16221,160,0.92,1,0,2,3,4,25,4,4,1,4,0
16222,160,0.92,0,1,0,3,4,10,3,4,1,118,0
16223,103,0.832260276,1,1,0,3,4,25,,4,1,73.67027938,1
16224,103,0.92,1,1,0,3,4,25,6,4,1,42,0
16225,104,0.924,1,1,0,2,,25,4,0,5,6,0
16226,103,0.92,0,1,0,3,4,10,8,4,1,45,0
16227,67,0.872272458,1,1,0,3,4,7,,,2,111.6280114,1
16228,21,0.76573387,1,1,0,3,4,14,,,1,82.99782744,1
16229,21,0.673985641,1,0,2,3,4,25,,,0,47.07316771,1
16230,99,0.915,0,1,2,3,4,5,8,5,1,26,0
16231,114,0.926,1,1,0,4,4,17,5,4,2,73,0
16232,103,0.92,1,1,0,3,4,4,4,2,2,56,0
16233,21,0.882238586,1,1,0,3,4,8,,,1,44.72427655,1
16234,103,0.879501957,1,0,2,3,4,25,,,5,24.01402172,1
16235,103,0.92,1,0,2,2,,4,,4,0,310,0
16236,21,0.624,1,0,2,3,4,2,,,0,29,1
16237,21,0.624,1,1,0,3,4,6,8,4,3,134,0
16238,143,0.74,1,1,0,3,4,25,8,4,1,40,0
16239,103,0.679208936,1,1,2,3,4,3,3,4,1,16.63163241,1
16240,102,0.804,0,1,0,4,4,25,3,4,2,2,0
16241,16,0.91,1,1,0,3,1,12,8,4,4,59,0
16242,103,0.92,1,1,1,3,4,15,3,4,1,15,0
16243,21,0.632827064,0,1,0,3,4,4,,,1,32.67900494,1
16244,103,0.92,0,1,0,3,3,7,3,2,1,29,0
16245,21,0.624,0,1,1,3,4,11,2,4,5,109,1
16246,21,0.624,1,0,2,2,,2,,,0,43,0
16247,103,0.92,1,1,0,3,4,25,,,5,49.08029523,1
16248,101,0.558,1,0,,3,4,3,4,4,1,109,1
16249,83,0.858428611,0,0,2,3,4,4,2,,1,13.61490337,1
16250,103,0.891085298,1,1,0,3,4,25,6,,5,15.99642584,1
16251,103,0.772803211,1,1,0,3,4,7,,4,2,147.6398929,1
16252,114,0.926,1,1,0,4,4,25,,,5,214,0
16253,9,0.743,2,0,2,2,,4,,,0,22,0
16254,103,0.92,1,1,0,4,4,13,3,4,5,36,0
16255,21,0.914620723,1,0,0,3,4,2,,,1,56.86216809,1
16256,165,0.903,0,1,2,3,4,6,2,2,5,119,0
16257,21,0.840101598,1,0,2,3,4,5,,,1,22.74835677,1
16258,21,0.805558738,1,0,2,3,4,10,,,1,14.19715794,1
16259,71,0.884,1,1,0,3,4,13,8,4,1,16,0
16260,21,0.624,1,1,0,3,4,5,4,4,1,107.1871469,1
16261,16,0.91,1,1,0,3,5,15,,,2,57,0
16262,103,0.92,1,0,2,3,4,3,,,1,14.26086707,1
16263,21,0.624,1,1,0,3,4,5,,,1,30.06357241,1
16264,21,0.899407614,1,1,0,3,4,25,,,5,9.860053664,1
16265,44,0.725,1,1,1,4,4,6,2,4,1,74,0
16266,21,0.912598047,0,1,0,3,4,3,4,4,4,82.46747208,1
16267,16,0.91,1,1,0,4,4,6,8,4,4,71,0
16268,103,0.631476806,1,0,2,3,4,9,,,0,41.23771451,1
16269,21,0.624,0,0,2,2,,2,,,1,66.67720791,1
16270,98,0.949,1,1,0,2,,25,5,4,5,33,0
16271,71,0.884,2,1,0,3,4,9,4,4,2,54,0
16272,103,0.92,1,1,0,3,4,25,,,5,21,0
16273,103,0.92,1,0,2,3,4,5,,5,1,164,0
16274,103,0.68108439,1,1,0,3,4,9,8,4,1,29.18544775,1
16275,103,0.766208744,1,0,0,3,2,1,,,1,14.25500376,1
16276,21,0.624,1,0,0,3,4,2,3,4,1,8.47316253,1
16277,103,0.92,1,1,0,3,4,25,,,5,13.89938793,1
16278,103,0.92,0,0,0,2,,5,,,2,27,1
16279,160,0.92,1,1,0,3,4,25,5,4,5,9,0
16280,103,0.92,1,0,2,4,4,7,,,3,168,0
16281,16,0.91,1,1,0,3,4,17,,,3,75,0
16282,103,0.92,0,1,0,2,,10,,,1,6,0
16283,103,0.92,1,0,0,3,4,1,,,5,42.80757445,1
16284,67,0.855,1,1,0,4,4,3,8,4,1,14,0
16285,103,0.879438604,1,1,0,3,4,25,,,2,62.5769994,1
16286,16,0.91,1,1,0,3,4,9,2,4,5,97,0
16287,21,0.6690193,1,1,0,3,4,7,3,4,5,41.02168723,1
16288,103,0.92,0,0,0,1,,2,2,,1,103,0
16289,21,0.624,0,1,2,3,4,3,,,0,28,0
16290,160,0.92,1,1,0,4,2,25,2,3,5,278,0
16291,136,0.897,0,1,0,,,25,,,5,14,0
16292,21,0.782781707,1,0,2,3,4,5,,,1,80.18529315,1
16293,21,0.624,0,1,0,3,4,8,2,4,1,54.682315,1
16294,61,0.913,0,0,2,2,,2,,,0,32,0
16295,98,0.949,1,0,0,2,,1,,4,0,32,0
16296,21,0.624,0,1,0,4,4,3,3,4,1,99.56191186,1
16297,21,0.624,0,1,0,3,4,,6,4,1,36,1
16298,116,0.743,1,0,,3,4,3,,,0,16,1
16299,21,0.624,1,1,0,4,4,4,4,4,2,162.3709031,1
16300,11,0.55,1,1,0,3,4,0,,4,1,41,1
16301,152,0.698,0,0,0,,,0,,,,40,0
16302,46,0.762,1,1,0,2,,4,5,4,4,31,0
16303,21,0.888613407,1,1,0,3,4,25,,4,5,32.83360634,1
16304,21,0.624,0,1,0,3,4,4,,,1,89.47573325,1
16305,102,0.804,1,1,0,5,4,7,5,4,5,7,1
16306,21,0.624,1,1,2,4,4,1,4,4,0,27,1
16307,75,0.92,0,1,0,3,4,13,,,1,309.1506875,1
16308,21,0.624,1,0,0,3,3,10,,,0,290,1
16309,41,0.827,1,1,2,4,4,7,5,2,2,92,0
16310,67,0.855,0,1,0,3,4,10,8,4,2,35,0
16311,21,0.705694999,0,0,2,3,4,3,,,0,20.91276562,1
16312,21,0.918068415,1,0,2,3,4,4,,,1,106.1696662,1
16313,103,0.92,1,1,0,3,4,25,,,1,56.36011126,1
16314,16,0.91,1,1,0,3,4,25,8,4,2,70,0
16315,103,0.92,1,1,0,3,4,25,4,4,1,92,0
16316,21,0.601333104,1,1,0,3,4,10,4,4,1,19.80190076,1
16317,160,0.92,1,1,0,3,4,9,,,0,32,1
16318,16,0.91,1,0,0,4,4,15,8,4,5,20,1
16319,21,0.624,1,1,0,4,4,4,6,4,3,157,1
16320,103,0.624863075,1,0,0,3,4,2,,,0,15.30019997,1
16321,21,0.624,0,1,0,4,4,1,3,4,1,126,0
16322,40,0.776,1,1,0,3,4,25,6,4,5,20,0
16323,65,0.802,1,0,2,3,4,9,4,4,0,14,0
16324,102,0.804,0,0,0,1,,2,,,0,66,0
16325,21,0.624,1,1,0,3,4,6,3,4,1,11.78230534,1
16326,98,0.949,1,1,0,3,4,17,4,,5,24,0
16327,21,0.673911213,1,1,0,4,4,25,,,1,45.26704018,1
16328,103,0.554009112,1,1,0,3,4,25,6,4,2,62.50341707,1
16329,21,0.624,0,1,2,3,4,6,8,4,1,74,0
16330,21,0.695748021,0,0,0,3,4,11,,,0,17.57086632,1
16331,103,0.705309915,1,1,0,3,4,25,,4,1,165.0985009,1
16332,103,0.92,1,0,2,3,4,7,,,2,10,0
16333,159,0.843,1,1,0,2,,25,,,5,44,0
16334,16,0.91,1,0,2,2,,9,,,1,79,0
16335,103,0.92,0,0,0,2,,6,,,1,78,0
16336,23,0.899,0,1,0,3,4,8,3,2,0,110,0
16337,100,0.887,0,0,2,3,4,8,,,0,106,0
16338,10,0.895,0,1,0,3,4,25,,,5,40,0
16339,149,0.689,1,1,0,3,4,4,4,3,1,105,0
16340,102,0.804,1,1,2,3,4,9,7,4,2,22,0
16341,21,0.624,0,0,2,3,4,0,,,0,308,1
16342,103,0.92,1,0,0,3,5,25,4,2,3,23,0
16343,21,0.624,0,0,2,3,4,5,,,0,98,1
16344,21,0.833321716,2,1,0,3,4,1,,,1,95.44676007,1
16345,103,0.92,1,1,0,4,4,25,8,4,1,35,0
16346,23,0.899,1,1,1,3,4,16,8,4,1,82,0
16347,103,0.92,1,1,0,3,4,25,,,1,83.93033377,1
16348,78,0.705325625,0,0,2,3,4,2,,,0,109.1582767,1
16349,23,0.899,1,1,0,2,,16,6,4,1,52,0
16350,42,0.575830205,1,1,0,3,4,10,,4,1,100.9769801,1
16351,21,0.624,0,0,0,3,4,25,,,0,263.0257514,1
16352,128,0.527,2,1,0,4,5,10,1,4,2,18,1
16353,21,0.624,1,1,0,3,4,5,3,4,1,22.52287833,1
16354,21,0.624,1,1,0,3,4,8,3,4,1,62.80953395,1
16355,160,0.92,1,1,0,3,4,15,4,4,4,266,0
16356,21,0.697985165,1,1,2,3,4,6,2,4,1,22.30378635,1
16357,28,0.939,1,1,0,4,4,15,5,4,5,67,0
16358,19,0.682,1,0,2,3,0,2,,,0,102,1
16359,123,0.738,1,1,0,3,4,17,8,4,1,94,0
16360,21,0.92468452,0,1,0,4,4,25,,,5,76.16568582,1
16361,67,0.878909351,0,1,0,3,4,15,,4,2,17.30414644,1
16362,103,0.92,1,1,0,4,4,9,5,3,3,182,0
16363,114,0.926,1,1,0,2,,19,3,2,3,19,0
16364,105,0.794,1,1,2,2,,2,3,4,1,320,0
16365,136,0.897,1,0,0,3,4,4,,,0,2,1
16366,11,0.55,1,1,0,3,4,6,3,4,1,24,0
16367,48,0.892488883,1,0,2,4,4,6,,,1,66.30436226,1
16368,21,0.580462043,0,1,0,3,4,3,2,4,2,26.09746954,1
16369,21,0.624,1,1,0,3,4,5,5,4,1,158.4054142,1
16370,173,0.878,1,1,0,2,,5,3,4,1,22,0
16371,21,0.624,1,1,0,3,4,5,3,4,1,38.5993096,1
16372,103,0.92,0,1,0,3,4,25,8,4,5,70,0
16373,103,0.899964478,1,1,0,3,4,25,,,1,15.01776089,1
16374,67,0.855,1,1,0,,,25,,,1,108,0
16375,76,0.827656077,1,0,2,3,4,7,,,0,67.25617755,1
16376,21,0.624,1,0,0,3,4,1,3,4,1,9,1
16377,103,0.92,0,0,,,,4,,,,138,0
16378,103,0.92,1,0,2,3,4,9,,,2,60.64474786,1
16379,103,0.571637906,1,1,0,3,4,25,4,5,1,101.1344394,1
16380,160,0.624,1,0,2,3,4,3,,,1,82.47126859,1
16381,21,0.624,0,1,0,4,0,25,6,4,1,72,1
16382,16,0.91,2,0,0,3,1,3,3,4,2,3,0
16383,103,0.92,1,1,0,3,4,25,,,1,29.10995291,1
16384,57,0.866,1,1,0,3,4,18,3,4,5,31,0
16385,23,0.899,1,1,1,3,4,16,8,4,3,9,0
16386,160,0.92,0,0,0,2,,3,,,,44,0
16387,103,0.624,1,1,0,3,4,14,,4,1,133.4382051,1
16388,103,0.676216431,1,1,0,3,4,25,,,1,62.31090671,1
16389,103,0.92,2,1,0,3,4,7,5,,1,3,0
16390,21,0.92,1,1,0,3,4,10,,,1,36.93907024,1
16391,16,0.91,1,1,0,3,4,5,,4,1,55,0
16392,21,0.624,1,1,0,3,4,4,3,4,1,89,1
16393,114,0.926,1,1,0,2,,8,8,4,2,85,0
16394,103,0.92,1,0,0,3,4,15,8,4,2,16,1
16395,21,0.624,0,0,,2,,6,,,0,28,1
16396,21,0.827970238,0,1,0,3,4,8,,,1,59.58648461,1
16397,114,0.926,0,0,0,4,4,25,4,4,1,50,0
16398,114,0.926,1,1,0,5,4,25,8,4,2,16,0
16399,21,0.635375782,0,0,0,3,4,2,,,,18.04007963,1
16400,99,0.915,1,0,0,4,4,15,6,5,0,28,0
16401,103,0.92,1,0,2,3,4,4,,,0,31.89356681,1
16402,16,0.91,1,1,0,4,4,10,8,4,5,47,0
16403,103,0.92,1,1,0,5,4,25,1,2,1,139,0
16404,103,0.92,0,1,0,3,4,25,,,2,27,1
16405,67,0.855,1,1,0,3,4,10,3,4,3,138,0
16406,127,0.745,1,0,2,3,4,10,,,1,39,1
16407,103,0.92,1,1,0,3,4,25,4,4,5,63,0
16408,103,0.693478531,1,0,2,3,4,14,,,1,140.2261783,1
16409,114,0.926,0,1,0,3,4,6,3,4,4,56,0
16410,103,0.92,0,1,0,3,3,2,7,4,1,148,0
16411,103,0.92,1,1,0,4,2,4,6,4,1,102,0
16412,103,0.92,1,0,2,3,4,4,5,4,1,82,0
16413,21,0.624,0,1,2,4,0,2,,,1,45,1
16414,103,0.800169814,1,1,0,3,4,6,8,4,1,24.51112765,1
16415,103,0.848865237,1,1,0,3,4,25,,,1,68.14090668,1
16416,103,0.92,0,1,0,3,4,25,5,3,,77,0
16417,123,0.738,1,0,1,3,4,9,,,4,55,1
16418,103,0.914724292,1,1,0,3,4,25,,,1,150.7064098,1
16419,114,0.926,1,1,0,3,5,15,6,4,1,145,0
16420,64,0.666,0,0,2,3,4,5,,,1,38,1
16421,103,0.92,1,1,0,3,4,25,6,3,5,74,0
16422,21,0.624,0,1,2,3,4,0,1,3,5,18,1
16423,103,0.927054968,1,0,2,3,4,7,,,0,16.17696343,1
16424,103,0.922013193,1,1,0,3,4,25,,,1,148.4703167,1
16425,114,0.926,1,0,,2,,8,,,0,32,0
16426,103,0.92,1,1,0,3,4,25,8,4,2,49,1
16427,90,0.698,1,1,0,,,25,,,2,37,0
16428,28,0.939,1,0,2,3,4,14,8,4,1,42,0
16429,103,0.92,1,0,,,,3,,,0,32,0
16430,103,0.719308615,1,0,2,3,4,4,,,1,22.56346567,1
16431,75,0.939,2,1,0,4,4,15,6,4,3,84,0
16432,160,0.92,1,0,2,3,4,10,5,5,1,178,0
16433,136,0.897,0,1,0,4,4,7,5,4,1,278,0
16434,103,0.92,1,1,1,3,4,3,4,3,1,109,1
16435,21,0.624,1,0,0,3,4,8,8,4,0,26,1
16436,46,0.762,0,1,,3,4,7,,,0,35,0
16437,136,0.897,1,1,0,4,4,6,6,4,2,65,0
16438,136,0.897,1,0,2,3,4,2,,,0,87,0
16439,90,0.836971507,1,0,0,3,4,12,,,2,112,1
16440,21,0.624,1,1,0,3,4,10,4,1,0,126,1
16441,103,0.92,1,1,0,3,4,15,3,2,1,59,1
16442,45,0.89,1,0,2,3,4,7,,,1,106,1
16443,103,0.92,1,1,0,3,4,25,8,4,5,30,0
16444,16,0.91,1,1,0,3,4,25,5,4,1,36,0
16445,16,0.91,2,1,0,4,4,15,3,4,1,124,0
16446,114,0.926,1,1,0,4,4,11,4,4,2,50,0
16447,12,0.64,1,1,1,3,4,3,3,4,1,164,0
16448,160,0.92,1,1,0,3,4,3,3,1,1,57,0
16449,21,0.624,0,0,2,3,4,1,,4,0,13.44105403,1
16450,90,0.66935319,1,1,0,3,4,13,,,5,40.74982735,1
16451,90,0.676868877,1,0,0,3,4,10,,,1,292.0285188,1
16452,97,0.925,0,0,2,3,4,7,,,0,55,0
16453,103,0.92,0,1,0,3,4,0,,,1,109,0
16454,21,0.624,0,0,2,4,4,4,,,0,43,1
16455,21,0.624,1,1,0,3,4,12,6,4,2,17,0
16456,21,0.624,1,1,2,3,4,2,,4,0,5.518730347,1
16457,21,0.624,0,1,0,4,4,7,3,4,1,51,1
16458,21,0.67899411,1,1,0,3,4,25,6,4,1,114.9531838,1
16459,21,0.871137445,1,1,0,3,4,10,8,4,1,41.95980042,1
16460,102,0.804,0,1,0,3,2,6,3,,1,36,0
16461,103,0.92,1,1,2,4,4,6,8,4,3,55,0
16462,103,0.92,1,1,0,3,4,5,3,4,1,92,0
16463,16,0.91,1,1,0,3,4,20,7,4,2,42,0
16464,61,0.682552678,0,1,0,3,4,0,,,1,40.12127166,1
16465,21,0.624,1,1,0,3,4,9,4,4,1,44,0
16466,90,0.698,1,1,0,4,4,4,,,1,55,1
16467,103,0.715401126,1,0,0,3,4,4,6,4,1,170.9067442,1
16468,21,0.624,1,1,0,3,4,3,2,4,2,102.8495096,1
16469,103,0.92,1,1,0,3,4,7,3,2,4,51,0
16470,103,0.92,1,1,0,3,4,2,4,4,2,45,0
16471,103,0.92,0,0,0,3,4,13,8,5,5,13,0
16472,75,0.939,1,1,0,3,4,25,4,4,5,7,0
16473,103,0.610871821,1,1,0,3,4,6,,,0,11.06179052,1
16474,173,0.878,0,0,2,4,4,12,3,5,1,152,0
16475,103,0.92,0,1,0,4,4,25,8,4,1,24,0
16476,103,0.92,1,1,0,3,4,25,4,4,1,72,0
16477,116,0.743,1,1,2,4,4,25,4,4,5,16,0
16478,103,0.916333284,1,1,0,3,4,25,,,1,30.53331368,1
16479,21,0.692293472,1,0,2,3,4,8,,,1,15.19368444,1
16480,21,0.624,1,1,0,3,4,2,2,1,1,34,1
16481,21,0.624,1,1,0,4,4,9,8,4,1,96,1
16482,123,0.738,1,1,0,3,4,6,4,2,1,25,0
16483,21,0.826118455,0,1,0,3,4,6,3,1,2,126.2085175,1
16484,103,0.92,0,1,0,3,4,3,1,4,0,55,0
16485,21,0.624,2,1,0,3,4,7,3,4,1,48,0
16486,103,0.92,1,1,0,3,4,25,4,,1,36.389214,1
16487,116,0.743,0,0,0,4,4,7,,4,1,30,0
16488,45,0.89,1,1,,4,4,15,3,4,5,26,0
16489,21,0.660540916,1,1,0,3,4,0,,4,5,76.40929115,1
16490,21,0.694325313,1,0,0,4,4,2,7,,2,67.42353524,1
16491,16,0.91,0,1,0,3,4,4,2,,2,7,0
16492,21,0.624,1,1,0,3,4,9,3,4,1,21.8069894,1
16493,64,0.666,1,1,0,3,4,9,2,2,1,78,0
16494,21,0.624,0,1,0,4,4,19,2,4,5,19,1
16495,100,0.887,1,0,0,2,,2,,,0,10,0
16496,103,0.92,1,0,0,3,4,10,,,4,140,1
16497,21,0.58337377,1,1,0,3,4,25,3,4,1,88.43105912,1
16498,103,0.880982582,1,1,0,3,4,25,,,0,18.33310374,1
16499,103,0.92,1,0,0,3,4,25,,,5,47,1
16500,77,0.83,1,1,2,3,4,5,,,0,50,0
16501,99,0.565055093,1,0,2,2,,14,,,1,22.37470954,1
16502,103,0.92,1,1,0,3,4,25,,4,5,102,1
16503,114,0.926,1,1,0,,,7,5,0,3,80,1
16504,16,0.91,1,1,0,3,4,25,2,4,2,50,0
16505,71,0.884,0,0,0,3,3,16,,,5,80,0
16506,175,0.776,1,0,2,3,4,4,,,0,52,0
16507,46,0.762,0,1,0,3,4,2,8,4,1,78,0
16508,71,0.92,1,1,0,3,4,25,,,5,17.82769963,1
16509,103,0.643405405,1,1,0,3,4,25,,,1,67.82930301,1
16510,21,0.624,0,0,1,4,4,1,1,5,,54,0
16511,21,0.624,1,1,2,3,4,1,1,4,1,24,0
16512,103,0.92,1,1,0,3,4,25,,,1,16.62238517,1
